Date,Pageviews,Log_Pageviews,Attention_Z,IAA,IOC,IOC_Velocity,IOC_Acceleration
2019-05-20,7247,8.888480847722816,0.4768515725765479,0.4768515725765479,23.400828875758815,23.400828875758815,23.400828875758815
2019-05-21,7920,8.97727273946428,1.3069670183113458,1.3069670183113458,57.401037144017245,34.00020826825843,10.599379392499618
2019-05-22,8295,9.023528749909364,1.6936545314840916,1.6936545314840916,68.94083239010335,11.539795246086108,-22.460413022172325
2019-05-23,7438,8.914491710191342,0.640464324430462,0.640464324430462,30.971682846975657,-37.9691495431277,-49.50894478921381
2019-05-24,7384,8.90720619496548,0.557580887390617,0.557580887390617,27.178523949792538,-3.793158897183119,34.17599064594458
2019-05-25,6043,8.70682132339263,-1.242721158537655,0.0,0.0,-27.178523949792538,-23.38536505260942
2019-05-26,6552,8.787678239039497,-0.48604243824716614,0.0,0.0,0.0,27.178523949792538
2019-05-27,6763,8.81936971001847,-0.19442975622578354,0.0,0.0,0.0,0.0
2019-05-28,6896,8.83884181343129,-0.019901358827345648,0.0,0.0,0.0,0.0
2019-05-29,7328,8.89959435992585,0.5063037858819395,0.5063037858819395,24.787919336255595,24.787919336255595,24.787919336255595
2019-05-30,6482,8.776938645174996,-0.6457215009649098,0.0,0.0,-24.787919336255595,-49.57583867251119
2019-05-31,6176,8.728587995695898,-1.100741560526121,0.0,0.0,0.0,24.787919336255595
2019-06-01,5209,8.558335134747413,-2.6247024325807957,0.0,0.0,0.0,0.0
2019-06-02,5835,8.671800909642677,-1.4571791573399508,0.0,0.0,0.0,0.0
2019-06-03,6750,8.81744592104187,-0.17116480136613874,0.0,0.0,0.0,0.0
2019-06-04,6702,8.810310466357958,-0.2018241576472174,0.0,0.0,0.0,0.0
2019-06-05,6141,8.722905701000768,-0.9705517871745644,0.0,0.0,0.0,0.0
2019-06-06,5922,8.686598356276965,-1.3091285924082408,0.0,0.0,0.0,0.0
2019-06-07,5901,8.683046555502886,-1.3101991449740606,0.0,0.0,0.0,0.0
2019-06-08,5356,8.58615939588096,-2.1119424599572625,0.0,0.0,0.0,0.0
2019-06-09,5364,8.587651655064798,-1.9880226364757552,0.0,0.0,0.0,0.0
2019-06-10,5575,8.62622695244036,-1.587012880228848,0.0,0.0,0.0,0.0
2019-06-11,5881,8.67965211911394,-1.1021068049381773,0.0,0.0,0.0,0.0
2019-06-12,6955,8.847359875474174,0.2604766322946152,0.2604766322946152,12.950690993319231,12.950690993319231,12.950690993319231
2019-06-13,6594,8.794067065151415,-0.18102698549118382,0.0,0.0,-12.950690993319231,-25.901381986638462
2019-06-14,6320,8.751632702472298,-0.5215900872196084,0.0,0.0,0.0,12.950690993319231
2019-06-15,5770,8.660600654710967,-1.2374142481758814,0.0,0.0,0.0,0.0
2019-06-16,7000,8.853808274977197,0.3156300510416676,0.3156300510416676,15.651778899454175,15.651778899454175,15.651778899454175
2019-06-17,7825,8.965206802770357,1.1946499729414364,1.1946499729414364,53.51433529072553,37.862556391271355,22.21077749181718
2019-06-18,6562,8.789203094473724,-0.22035080653526812,0.0,0.0,-53.51433529072553,-91.37689168199688
2019-06-19,6909,8.840724916761715,0.16634588953804585,0.16634588953804585,8.298168441981952,8.298168441981952,61.81250373270748
2019-06-20,6519,8.782629654920699,-0.31353783023231924,0.0,0.0,-8.298168441981952,-16.596336883963904
2019-06-21,5625,8.635153989049803,-1.492212229030637,0.0,0.0,0.0,8.298168441981952
2019-06-22,5088,8.534836626588833,-2.2478099743135957,0.0,0.0,0.0,0.0
2019-06-23,6463,8.774003600200931,-0.25787505507444436,0.0,0.0,0.0,0.0
2019-06-24,6794,8.823942326585245,0.21001113045275785,0.21001113045275785,10.462132346337373,10.462132346337373,10.462132346337373
2019-06-25,8663,9.066931788680826,2.6084517380752654,2.6084517380752654,86.28070846903545,75.81857612269808,65.3564437763607
2019-06-26,7116,8.87024156729927,0.6819119842208091,0.6819119842208091,32.83305975760999,-53.44764871142546,-129.26622483412353
2019-06-27,5984,8.697011617992073,-0.9164871706501306,0.0,0.0,-32.83305975760999,20.61458895381547
2019-06-28,6198,8.73214326770192,-0.5716588820745456,0.0,0.0,0.0,32.83305975760999
2019-06-29,5160,8.548885638148727,-2.221094523334331,0.0,0.0,0.0,0.0
2019-06-30,5850,8.674367865788236,-0.999679451660651,0.0,0.0,0.0,0.0
2019-07-01,5836,8.671972245203792,-0.988293322307077,0.0,0.0,0.0,0.0
2019-07-02,6237,8.738414897167749,-0.37362626335114846,0.0,0.0,0.0,0.0
2019-07-03,7601,8.936166649549195,1.397810552595609,1.397810552595609,60.36724528836006,60.36724528836006,60.36724528836006
2019-07-04,6752,8.817742129574842,0.3134651634465434,0.3134651634465434,15.546168419381443,-44.821076868978615,-105.18832215733867
2019-07-05,6785,8.822616945344176,0.35187186914786656,0.35187186914786656,17.414285718253748,1.8681172988723045,46.68919416785092
2019-07-06,6098,8.715880102296456,-0.5795337187006111,0.0,0.0,-17.414285718253748,-19.28240301712605
2019-07-07,7167,8.877381954654766,0.8377305717995785,0.8377305717995785,39.59740660475804,39.59740660475804,57.011692323011786
2019-07-08,7175,8.878497403738631,0.848985588464283,0.848985588464283,40.07086064371763,0.4734540389595878,-39.123952565798454
2019-07-09,6281,8.745443680098592,-0.3109704356262005,0.0,0.0,-40.07086064371763,-40.54431468267722
2019-07-10,7071,8.863898604317479,0.7438064087858505,0.7438064087858505,35.56553032746692,35.56553032746692,75.63639097118454
2019-07-11,6224,8.736328721332908,-0.3806369226107674,0.0,0.0,-35.56553032746692,-71.13106065493383
2019-07-12,6758,8.818630229100354,0.35550190343800253,0.35550190343800253,17.590227456411764,17.590227456411764,53.155757783878684
2019-07-13,5757,8.65834547117212,-1.0428655075104556,0.0,0.0,-17.590227456411764,-35.18045491282353
2019-07-14,6557,8.788440957404594,0.11973762501037763,0.11973762501037763,5.979738615123529,5.979738615123529,23.569966071535294
2019-07-15,6480,8.776630098427717,0.0209591194716976,0.0209591194716976,1.047917612685517,-4.931821002438012,-10.91155961756154
2019-07-16,6812,8.826587830773668,0.4644830742761677,0.4644830742761677,22.815429126868974,21.767511514183457,26.699332516621467
2019-07-17,7587,8.934323331054905,1.399062317465406,1.399062317465406,60.407010067782394,37.59158094091342,15.82406942672996
2019-07-18,7507,8.9237243977064,1.2569818446373358,1.2569818446373358,55.70122232494336,-4.705787742839036,-42.29736868375245
2019-07-19,6936,8.844624683385302,0.5403784945049063,0.5403784945049063,26.380092162182052,-29.321130162761307,-24.61534241992227
2019-07-20,6605,8.795733605950735,0.13058154424596927,0.13058154424596927,6.519815436458895,-19.860276725723157,9.46085343703815
2019-07-21,7001,8.85395110151461,0.6713887078123152,0.6713887078123152,32.36280886782263,25.842993431363734,45.70327015708689
2019-07-22,7636,8.940760134888384,1.5136463001592462,1.5136463001592462,63.920191958562576,31.557383090739947,5.714389659376213
2019-07-23,6983,8.851377097519439,0.6913809825319704,0.6913809825319704,33.25481254973744,-30.66537940882514,-62.222762499565086
2019-07-24,7558,8.930494185292178,1.4282858009908332,1.4282858009908332,61.32681663674335,28.072004087005915,58.737383495831054
2019-07-25,10557,9.264639145383562,4.387742604299308,4.387742604299308,97.54476467768791,36.217948040944556,8.145943953938641
2019-07-26,8406,9.036819971135296,1.968581823332427,1.968581823332427,75.49174108920882,-22.053023588479093,-58.27097162942365
2019-07-27,7533,8.927181388251986,1.0474491756070303,1.0474491756070303,48.05695402497375,-27.434787064235067,-5.3817634757559745
2019-07-28,7519,8.925321416943886,1.0139912201380603,1.0139912201380603,46.76010212936366,-1.2968518956100894,26.137935168624978
2019-07-29,7537,8.92771217382708,1.0257084341567828,1.0257084341567828,47.21660815219899,0.4565060228353275,1.7533579184454169
2019-07-30,7249,8.88875674784872,0.7077263479985361,0.7077263479985361,33.97971426553468,-13.236893886664305,-13.693399909499632
2019-07-31,6501,8.779865100863852,-0.12395728854619326,0.0,0.0,-33.97971426553468,-20.742820378870377
2019-08-01,6155,8.72518249495877,-0.5740313607407193,0.0,0.0,0.0,33.97971426553468
2019-08-02,6144,8.723394022000136,-0.5977639033307716,0.0,0.0,0.0,0.0
2019-08-03,5702,8.648747631156539,-1.1566522401252965,0.0,0.0,0.0,0.0
2019-08-04,5852,8.67470962929122,-0.9266547587742975,0.0,0.0,0.0,0.0
2019-08-05,5839,8.672486075822272,-0.9331562819572731,0.0,0.0,0.0,0.0
2019-08-06,5979,8.696175846944678,-0.7512675341348592,0.0,0.0,0.0,0.0
2019-08-07,5921,8.686429508661536,-0.8275254397804207,0.0,0.0,0.0,0.0
2019-08-08,6172,8.727940222393896,-0.5350942826856561,0.0,0.0,0.0,0.0
2019-08-09,5547,8.621192781434722,-1.3998128553867448,0.0,0.0,0.0,0.0
2019-08-10,5057,8.52872642722991,-2.120953959916792,0.0,0.0,0.0,0.0
2019-08-11,5833,8.671458150427666,-0.9564522587253265,0.0,0.0,0.0,0.0
2019-08-12,6180,8.729235349659273,-0.49244245149677046,0.0,0.0,0.0,0.0
2019-08-13,6117,8.718990524710849,-0.5604566140142758,0.0,0.0,0.0,0.0
2019-08-14,6105,8.717027173294824,-0.5701105169377997,0.0,0.0,0.0,0.0
2019-08-15,5507,8.613956859848546,-1.359587477682959,0.0,0.0,0.0,0.0
2019-08-16,5706,8.649448770536708,-1.0470840958261103,0.0,0.0,0.0,0.0
2019-08-17,5570,8.625329850020815,-1.1949284498200796,0.0,0.0,0.0,0.0
2019-08-18,6095,8.715388097366482,-0.49276845406645314,0.0,0.0,0.0,0.0
2019-08-19,6244,8.739536422559677,-0.29807259635232225,0.0,0.0,0.0,0.0
2019-08-20,6722,8.813289762469037,0.25391811914357587,0.25391811914357587,12.628129486664,12.628129486664,12.628129486664
2019-08-21,6703,8.810459642161918,0.21294780696528706,0.21294780696528706,10.607336573957193,-2.0207929127068063,-14.648922399370806
2019-08-22,6673,8.80597465931132,0.14947198352946134,0.14947198352946134,7.459715676481926,-3.1476208974752673,-1.126827984768461
2019-08-23,6201,8.732627099660395,-0.4199184089234811,0.0,0.0,-7.459715676481926,-4.312094779006658
2019-08-24,5673,8.643649615368796,-1.0931030586211485,0.0,0.0,0.0,7.459715676481926
2019-08-25,6000,8.699681400989514,-0.6271263734536406,0.0,0.0,0.0,0.0
2019-08-26,6284,8.745921121024347,-0.23712613349527606,0.0,0.0,0.0,0.0
2019-08-27,6089,8.714403360703942,-0.4960589230649165,0.0,0.0,0.0,0.0
2019-08-28,6268,8.743372131273969,-0.2620520849595979,0.0,0.0,0.0,0.0
2019-08-29,6286,8.74623928838306,-0.27268277785490175,0.0,0.0,0.0,0.0
2019-08-30,6244,8.739536422559677,-0.339490817125664,0.0,0.0,0.0,0.0
2019-08-31,7053,8.861350110795998,0.660883266476847,0.660883266476847,31.89175481872983,31.89175481872983,31.89175481872983
2019-09-01,6091,8.714731714015052,-0.5724952548333856,0.0,0.0,-31.89175481872983,-63.78350963745966
2019-09-02,5916,8.685584842676693,-0.7923329889107249,0.0,0.0,0.0,31.89175481872983
2019-09-03,5870,8.677780256064185,-0.8356855656488625,0.0,0.0,0.0,0.0
2019-09-04,6287,8.746398334109042,-0.24190825021250548,0.0,0.0,0.0,0.0
2019-09-05,6518,8.782476268924539,0.053626711826625685,0.053626711826625685,2.680693188587799,2.680693188587799,2.680693188587799
2019-09-06,6671,8.805674944038582,0.2613857326485317,0.2613857326485317,12.995381003790655,10.314687815202856,7.633994626615056
2019-09-07,6128,8.720786883485731,-0.44164107588756624,0.0,0.0,-12.995381003790655,-23.31006881899351
2019-09-08,6259,8.741935464094144,-0.25979110837181507,0.0,0.0,0.0,12.995381003790655
2019-09-09,7061,8.862483576488332,0.7747194358844584,0.7747194358844584,36.90818342817018,36.90818342817018,36.90818342817018
2019-09-10,7874,8.971448463693834,1.67059806570971,1.67059806570971,68.33110851014685,31.422925081976665,-5.485258346193518
2019-09-11,7702,8.949365142352965,1.4319708185401843,1.4319708185401843,61.44164128019245,-6.889467229954398,-38.31239231193106
2019-09-12,7268,8.891374009484636,0.9067328470834007,0.9067328470834007,42.466227445566325,-18.975413834626124,-12.085946604671726
2019-09-13,6918,8.842026529498812,0.4866096694622062,0.4866096694622062,23.86148650415767,-18.604740941408654,0.37067289321747054
2019-09-14,6154,8.725020038618554,-0.4699392884980756,0.0,0.0,-23.86148650415767,-5.256745562749018
2019-09-15,6881,8.836664586357426,0.44682940652801767,0.44682940652801767,21.9770266084318,21.9770266084318,45.83851311258947
2019-09-16,7170,8.877800393882575,0.8017623091690999,0.8017623091690999,38.07026597660027,16.09323936816847,-5.883787240263331
2019-09-17,8316,9.026056891868688,2.03353957017701,2.03353957017701,76.85475761076226,38.784491634161995,22.691252265993526
2019-09-18,7640,8.941283763647567,1.2705028037983406,1.2705028037983406,56.165761496212205,-20.688996114550058,-59.47348774871205
2019-09-19,7623,8.939056445334039,1.2171916779238308,1.2171916779238308,54.31379186863564,-1.8519696275765654,18.837026486973492
2019-09-20,6878,8.836228571526014,0.39253299596159563,0.39253299596159563,19.37846350109223,-34.935328367543406,-33.08335873996684
2019-09-21,6046,8.707317560273212,-0.6056811706612966,0.0,0.0,-19.37846350109223,15.556864866451175
2019-09-22,6791,8.823500727991183,0.3291168552123729,0.3291168552123729,16.308895721588428,16.308895721588428,35.687359222680655
2019-09-23,7687,8.947415950650129,1.334172686367418,1.334172686367418,58.30600168451133,41.9971059629229,25.688210241334474
2019-09-24,7764,8.957381735582787,1.6528750786540929,1.6528750786540929,67.85584940246353,9.549847717952204,-32.4472582449707
2019-09-25,7521,8.925587339030281,1.412390990484968,1.412390990484968,60.828558343181406,-7.027291059282128,-16.57713877723433
2019-09-26,7622,8.938925271988273,1.5369210998347849,1.5369210998347849,64.60333958013804,3.7747812369566347,10.802072296238762
2019-09-27,7684,8.947025655972697,1.6049414743096078,1.6049414743096078,66.54157833442343,1.9382387542853934,-1.8365424826712413
2019-09-28,6600,8.79497643168877,0.19443068240051795,0.19443068240051795,9.691023955290436,-56.850554379133,-58.788793133418395
2019-09-29,7774,8.958668737047434,1.7324231468063982,1.7324231468063982,69.9444209870321,60.25339703174167,117.10395141087467
2019-09-30,8507,9.048762176320128,2.480930227361343,2.480930227361343,84.558819624508,14.614398637475901,-45.63899839426577
2019-10-01,8014,8.989070065043654,1.8038442919619935,1.8038442919619935,71.72325084596518,-12.835568778542822,-27.449967416018723
2019-10-02,8213,9.013595294516504,1.9306073144501874,1.9306073144501874,74.6633250326048,2.9400741866396203,15.775642965182442
2019-10-03,8617,9.061608318175784,2.2426989121667265,2.2426989121667265,80.803778993463,6.140453960858196,3.2003797742185753
2019-10-04,6930,8.843759381917984,0.37043172276921144,0.37043172276921144,18.312658750763816,-62.49112024269918,-68.63157420355738
2019-10-05,6456,8.772920092626467,-0.22307468319525525,0.0,0.0,-18.312658750763816,44.178461491935366
2019-10-06,7927,8.978156076009824,1.4356417020111156,1.4356417020111156,61.55576731544493,61.55576731544493,79.86842606620874
2019-10-07,8674,9.06820060481506,2.109609945904277,2.109609945904277,78.36674237929977,16.810975063854833,-44.7447922515901
2019-10-08,7895,8.974111581113318,1.2637111972561348,1.2637111972561348,55.9328616236315,-22.433880755668262,-39.244855819523096
2019-10-09,7686,8.947285869349132,1.0148076922646831,1.0148076922646831,46.79199353540376,-9.14086808822774,13.293012667440522
2019-10-10,7490,8.921457578947884,0.7863417190090266,0.7863417190090266,37.409057494114265,-9.382936041289497,-0.2420679530617562
2019-10-11,7276,8.892473968347087,0.5202015262277829,0.5202015262277829,25.43897773555929,-11.970079758554974,-2.5871437172654765
2019-10-12,6315,8.750841375375533,-0.6713831240434093,0.0,0.0,-25.43897773555929,-13.468897977004318
2019-10-13,6822,8.828054536815424,-0.03749851107947024,0.0,0.0,0.0,25.43897773555929
2019-10-14,7986,8.985570498917388,1.2642414692808916,1.2642414692808916,55.95107778261785,55.95107778261785,55.95107778261785
2019-10-15,7771,8.95828281049733,1.0009881716761053,1.0009881716761053,46.25056412148146,-9.700513661136391,-65.65159144375424
2019-10-16,7847,8.9680140012452,1.0558322343967936,1.0558322343967936,48.3786549227847,2.1280908013032374,11.828604462439628
2019-10-17,7848,8.968141414126814,1.0310783106000752,1.0310783106000752,47.42497908436432,-0.9536758384203807,-3.081766639723618
2019-10-18,7356,8.903407519932264,0.4234126597304255,0.4234126597304255,20.859916056583774,-26.565063027780543,-25.611387189360162
2019-10-19,6425,8.768107539675803,-0.8076577141618391,0.0,0.0,-20.859916056583774,5.705146971196768
2019-10-20,7242,8.887790764195326,0.2682917605583277,0.2682917605583277,13.334697341022384,13.334697341022384,34.19461339760616
2019-10-21,7617,8.938269147038548,0.7070629458253078,0.7070629458253078,33.9503707409512,20.615673399928816,7.2809760589064325
2019-10-22,7578,8.93313654381203,0.6402755605983366,0.6402755605983366,30.96314975989969,-2.987220981051511,-23.602894380980327
2019-10-23,8365,9.031931152002144,1.5015372421795852,1.5015372421795852,63.560727698217654,32.59757793831797,35.584798919369476
